time,uninter_price,counts,location,tier,distance,sign,type,age,land_square,building_square,room,hall,toilet,total_price,berth_square,berth_price,intered_price
10745,0,0,19,2,271.57,2,2,0,0,0,0,0,0,0,0,0,0
10746,0,0,19,2,271.57,2,2,0,0,0,0,0,0,0,0,0,0
10747,0,0,19,2,271.57,2,2,0,0,0,0,0,0,0,0,0,0
10748,0,0,19,2,271.57,2,2,0,0,0,0,0,0,0,0,0,0
10749,0,0,19,2,271.57,2,2,0,0,0,0,0,0,0,0,0,0
10750,0,0,19,2,271.57,2,2,0,0,0,0,0,0,0,0,0,0
10751,0,0,19,2,271.57,2,2,0,0,0,0,0,0,0,0,0,0
10752,0,0,19,2,271.57,2,2,0,0,0,0,0,0,0,0,0,0
10753,0,0,19,2,271.57,2,2,0,0,0,0,0,0,0,0,0,0
10110,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10111,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10112,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10113,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10114,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10115,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10116,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10117,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10118,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10119,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10120,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10121,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10122,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10123,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10124,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10125,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10126,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10127,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10128,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10129,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10130,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10131,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10132,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10133,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10134,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10135,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10136,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10137,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10138,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10139,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10140,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10141,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10142,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10143,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10144,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10145,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10146,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10147,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10148,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10149,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10150,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10151,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10152,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10153,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10210,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10211,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10212,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10213,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10214,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10215,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10216,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10217,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10218,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10219,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10220,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10221,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10222,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10223,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10224,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10225,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10226,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10227,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10228,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10229,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10230,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10231,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10232,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10233,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10234,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10235,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10236,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10237,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10238,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10239,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10240,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10241,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10242,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10243,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10244,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10245,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10246,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10247,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10248,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10249,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10250,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10251,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10252,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10253,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10310,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10311,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10312,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10313,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10314,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10315,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10316,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10317,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10318,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10319,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10320,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10321,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10322,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10323,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10324,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10325,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10326,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10327,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10328,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10329,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10330,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10331,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10332,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10333,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10334,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10335,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10336,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10337,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10338,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10339,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10340,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10341,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10342,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10343,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10344,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10345,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10346,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10347,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10348,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10349,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10350,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10351,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10352,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10353,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10410,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10411,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10412,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10413,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10414,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10415,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10416,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10417,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10418,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10419,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10420,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10421,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10422,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10423,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10424,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10425,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10426,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10427,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10428,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10429,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10430,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10431,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10432,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10433,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10434,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10435,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10436,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10437,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10438,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10439,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10440,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10441,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10442,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10443,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10444,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10445,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10446,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10447,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10448,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10449,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10450,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10451,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10452,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10453,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10510,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10511,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10512,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10513,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10514,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10515,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10516,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10517,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10518,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10519,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10520,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10521,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10522,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10523,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10524,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10525,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10526,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10527,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10528,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10529,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10530,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10531,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10532,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10533,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10534,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10535,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10536,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10537,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10538,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10539,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10540,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10541,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10542,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10543,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10544,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10545,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10546,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10547,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10548,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10549,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10550,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10551,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10552,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10553,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10610,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10611,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10612,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10613,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10614,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10615,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10616,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10617,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10618,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10619,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10620,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10621,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10622,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10623,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10624,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10625,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10626,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10627,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10628,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10629,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10630,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10631,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10632,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10633,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10634,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10635,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10636,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10637,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10638,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10639,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10640,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10641,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10642,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10643,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10644,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10645,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10646,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10647,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10648,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10649,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10650,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10651,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10652,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10653,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10710,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10711,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10712,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10713,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10714,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10715,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10716,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10717,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10718,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10719,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10720,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10721,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10722,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10723,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10724,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10725,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10726,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10727,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10728,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10729,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10730,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10731,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10732,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10733,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10734,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10735,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10736,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10737,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10738,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10739,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10740,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10741,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10742,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10743,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10744,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10745,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10746,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10747,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10748,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10749,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10750,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10751,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10752,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10753,0,0,19,2,271.57,3,2,0,0,0,0,0,0,0,0,0,0
10110,0,0,19,2,271.57,4,2,0,0,0,0,0,0,0,0,0,0
10111,0,0,19,2,271.57,4,2,0,0,0,0,0,0,0,0,0,0
10112,0,0,19,2,271.57,4,2,0,0,0,0,0,0,0,0,0,0
10113,0,0,19,2,271.57,4,2,0,0,0,0,0,0,0,0,0,0
10114,0,0,19,2,271.57,4,2,0,0,0,0,0,0,0,0,0,0
10115,0,0,19,2,271.57,4,2,0,0,0,0,0,0,0,0,0,0
10116,0,0,19,2,271.57,4,2,0,0,0,0,0,0,0,0,0,0
10117,0,0,19,2,271.57,4,2,0,0,0,0,0,0,0,0,0,0
10118,0,0,19,2,271.57,4,2,0,0,0,0,0,0,0,0,0,0
10119,0,0,19,2,271.57,4,2,0,0,0,0,0,0,0,0,0,0
10120,0,0,19,2,271.57,4,2,0,0,0,0,0,0,0,0,0,0
10121,0,0,19,2,271.57,4,2,0,0,0,0,0,0,0,0,0,0
10122,0,0,19,2,271.57,4,2,0,0,0,0,0,0,0,0,0,0
10123,0,0,19,2,271.57,4,2,0,0,0,0,0,0,0,0,0,0
10124,0,0,19,2,271.57,4,2,0,0,0,0,0,0,0,0,0,0
10125,0,0,19,2,271.57,4,2,0,0,0,0,0,0,0,0,0,0
10126,0,0,19,2,271.57,4,2,0,0,0,0,0,0,0,0,0,0
10127,0,0,19,2,271.57,4,2,0,0,0,0,0,0,0,0,0,0
10128,0,0,19,2,271.57,4,2,0,0,0,0,0,0,0,0,0,0
10129,0,0,19,2,271.57,4,2,0,0,0,0,0,0,0,0,0,0
10130,0,0,19,2,271.57,4,2,0,0,0,0,0,0,0,0,0,0
10131,0,0,19,2,271.57,4,2,0,0,0,0,0,0,0,0,0,0
10132,0,0,19,2,271.57,4,2,0,0,0,0,0,0,0,0,0,0
10133,0,0,19,2,271.57,4,2,0,0,0,0,0,0,0,0,0,0
10134,0,0,19,2,271.57,4,2,0,0,0,0,0,0,0,0,0,0
10135,0,0,19,2,271.57,4,2,0,0,0,0,0,0,0,0,0,0
10136,0,0,19,2,271.57,4,2,0,0,0,0,0,0,0,0,0,0
10137,0,0,19,2,271.57,4,2,0,0,0,0,0,0,0,0,0,0
10138,0,0,19,2,271.57,4,2,0,0,0,0,0,0,0,0,0,0
10139,0,0,19,2,271.57,4,2,0,0,0,0,0,0,0,0,0,0
10140,0,0,19,2,271.57,4,2,0,0,0,0,0,0,0,0,0,0
10141,0,0,19,2,271.57,4,2,0,0,0,0,0,0,0,0,0,0
10142,0,0,19,2,271.57,4,2,0,0,0,0,0,0,0,0,0,0
10143,0,0,19,2,271.57,4,2,0,0,0,0,0,0,0,0,0,0
10144,0,0,19,2,271.57,4,2,0,0,0,0,0,0,0,0,0,0
10145,0,0,19,2,271.57,4,2,0,0,0,0,0,0,0,0,0,0
10146,0,0,19,2,271.57,4,2,0,0,0,0,0,0,0,0,0,0
10147,0,0,19,2,271.57,4,2,0,0,0,0,0,0,0,0,0,0
10148,0,0,19,2,271.57,4,2,0,0,0,0,0,0,0,0,0,0
10149,0,0,19,2,271.57,4,2,0,0,0,0,0,0,0,0,0,0
