金城鎮,土地,東沙段991~1020地號,831.89,其他,,,1011109,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1100000,1322,,0.0,0,,RPSNMLNJKIHFFAW98CA,金门县,8,317.95,不动产买卖
金寧鄉,土地,安西劃段1051~1080地號,1562.31,農,,,1011113,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5800000,3712,,0.0,0,,RPQNMLSLJIHFFAW76CA,金门县,8,317.95,不动产买卖
金寧鄉,土地,煙墩段361~390地號,3167.24,其他,,,1011113,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4700000,1484,,0.0,0,,RPRNMLSLJIHFFAW86CA,金门县,8,317.95,不动产买卖
金沙鎮,土地,碧山段421~450地號,623.3,農,,,1011105,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,840000,1348,,0.0,0,,RPRNMLRKKIHFFAW76CA,金门县,8,317.95,不动产买卖
金湖鎮,房地(土地+建物),金門縣金湖鎮前港路3巷1~30號,69.14,住,,,1011106,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土加強磚造,0840429,163.91,3,2,3,有,無,5000000,30505,,0.0,0,,RPQNMLPJKIHFFAW98CA,金门县,8,317.95,不动产买卖
金沙鎮,土地,官嶼劃段811~840地號,1000.0,農,,,1011120,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2300000,2300,,0.0,0,,RPQNMLKLKIHFFAW68CA,金门县,8,317.95,不动产买卖
金城鎮,土地,小西門劃測段1891~1920地號,678.07,住,,,1011114,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3000000,4424,,0.0,0,,RPPNMLSLJIHFFAW76DA,金门县,8,317.95,不动产买卖
烈嶼鄉,土地,前埔測段1~30地號,445.48,農,,,1011127,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1000000,2245,,0.0,0,,RPPNMLNJKIHFFAW78DA,金门县,8,317.95,不动产买卖
金城鎮,土地,北堤段451~480地號,60.0,商,,,1010927,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2034000,33900,,0.0,0,親屬關係買賣,RPSNMLOKKIHFFAW66DA,金门县,8,317.95,不动产买卖
金寧鄉,土地,北四劃段511~540地號,653.0,農,,,1011126,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3000000,4594,,0.0,0,,RPOOMLMLKIHFFAW88DA,金门县,8,317.95,不动产买卖
